Field,[RMS2003],xpos,ypos,Per (days),A (mag),Jsmag,Hmag,<Ks>mag,prob,log_m,Mass (M_Solar),jks_039,log_t,age_039 (years),delta_t (years)
F1,2014,862.1,33.721,468,0.496,23.1,21.63,21.21,59.66,-0.16,0.69,1.99,10.64,43739111833,270053
F1,1851,227.825,255.322,271,0.303,22.4,21.84,21.17,60.59,-0.15,0.71,1.33,10.6,39454185305,254281
F1,1840,263.55,751.289,230,0.301,22.09,21.68,21.16,59.84,-0.14,0.72,1.03,10.58,38450222741,250705
F1,1649,777.55,813.482,232,0.454,22.1,21.49,21.13,73.88,-0.13,0.74,1.07,10.55,35589033998,240815
F1,2461,855.807,772.237,193,0.516,24.04,22.38,21.54,75.29,-0.13,0.74,1.6,10.55,35458227793,240374
F1,1671,74.539,825.258,226,0.365,21.98,21.65,21.12,68.33,-0.13,0.74,0.96,10.54,34683425188,237789
F1,1775,763.695,286.694,217,0.267,21.98,21.53,21.11,53.69,-0.13,0.75,0.97,10.53,33800860760,234896
F1,1911,865.938,292.732,179,0.315,22.38,21.5,21.08,62.92,-0.12,0.76,1.4,10.5,31285644061,226987
F1,1943,652.101,471.075,206,0.366,21.72,21.2,21.06,68.69,-0.11,0.78,0.76,10.47,29713694920,222340
F1,1832,105.314,515.071,197,0.414,21.75,20.94,21.05,72.82,-0.11,0.78,0.8,10.46,28957591680,220199
F1,1629,768.512,220.448,216,0.277,22.37,21.55,21.05,55.64,-0.11,0.78,1.42,10.46,28957591680,220199
F1,1735,511.708,-8.212,202,0.26,22.12,21.43,21.05,52.42,-0.11,0.78,1.17,10.46,28957591680,220199
F1,1867,878.28,140.257,250,0.246,22.55,22.14,21.03,49.36,-0.1,0.8,1.62,10.44,27502615676,216276
F1,1554,164.071,564.966,203,0.488,21.58,20.89,21.02,74.97,-0.1,0.8,0.66,10.43,26802776196,214492
F1,1810,606.95,-17.238,304,0.506,22.42,21.51,21.01,74.8,-0.09,0.81,1.51,10.42,26120745032,212824
F1,1539,89.59,146.109,204,0.289,22.15,21.74,20.99,57.99,-0.09,0.82,1.26,10.39,24808306565,209834
F1,892,30.38,244.955,370,0.727,22.53,21.35,20.99,59.15,-0.09,0.82,1.64,10.39,24808306565,209834
F1,1897,357.604,318.509,490,0.471,22.18,21.24,20.97,54.42,-0.08,0.84,1.31,10.37,23561811651,207301
F1,1682,206.538,46.923,206,0.267,22.29,21.25,20.97,53.79,-0.08,0.84,1.42,10.37,23561811651,207301
F1,1670,534.016,605.585,239,0.27,22.29,21.62,20.95,54.29,-0.07,0.85,1.44,10.35,22377946952,205220
F1,1177,854.54,771.523,286,0.509,21.72,21.34,20.94,74.56,-0.07,0.86,0.88,10.34,21808511268,204349
F1,1564,300.273,611.715,267,0.315,21.67,20.91,20.94,62.4,-0.07,0.86,0.83,10.34,21808511268,204349
F1,1513,281.031,309.679,196,0.43,21.9,21.4,20.93,73.72,-0.06,0.86,1.07,10.33,21253565609,203590
F1,1445,53.525,768.3,256,0.268,22.1,20.92,20.89,54.05,-0.05,0.89,1.31,10.28,19171448179,201682
F1,1485,65.611,460.413,214,0.251,21.74,21.38,20.87,50.38,-0.04,0.9,0.97,10.26,18208177567,201410
F1,1416,719.443,827.022,250,0.361,21.64,20.93,20.86,68,-0.04,0.91,0.88,10.25,17744847036,201447
F1,1396,305.918,295.709,778,0.461,22.24,21.24,20.85,9.68,-0.04,0.92,1.49,10.24,17293306547,201600
F1,1333,705.585,752.688,294,0.431,21.77,20.87,20.82,73.73,-0.03,0.94,1.05,10.2,16006463182,202769
F1,1390,252.473,92.608,251,0.243,21.93,20.95,20.81,48.7,-0.02,0.95,1.22,10.19,15599158109,203401
F1,1019,852.987,764.701,294,0.464,21.6,20.76,20.81,74.67,-0.02,0.95,0.89,10.19,15599158109,203401
F1,1241,252.58,54.482,294,0.455,21.51,20.62,20.79,74.5,-0.02,0.96,0.82,10.17,14815377435,205035
F1,757,193.93,833.109,454,0.571,21.28,20.21,20.79,60.57,-0.02,0.96,0.59,10.17,14815377435,205035
F1,1381,412.053,131.619,264,0.269,22.51,21.58,20.76,54.36,-0.01,0.99,1.85,10.14,13712923714,208449
F1,1394,324.783,739.677,248,0.273,21.98,21.38,20.76,54.94,-0.01,0.99,1.32,10.14,13712923714,208449
F1,1227,123.256,499.771,210,0.302,21.74,21.05,20.76,60.12,-0.01,0.99,1.08,10.14,13712923714,208449
F1,1327,320.303,693.92,208,0.202,21.97,21.2,20.76,38.53,-0.01,0.99,1.31,10.14,13712923714,208449
F1,1112,455.042,37.267,282,0.321,21.74,21.15,20.75,63.53,0,1,1.09,10.13,13363980707,209852
F1,1291,455.682,392.499,279,0.309,22.08,20.96,20.73,61.68,0.01,1.01,1.45,10.1,12692506661,213074
F1,1356,275.836,724.749,170,0.265,22,21.1,20.72,54.18,0.01,1.02,1.38,10.09,12369529481,214898
F1,1048,594.172,346.425,285,0.368,21.79,21.26,20.72,69.25,0.01,1.02,1.17,10.09,12369529481,214898
F1,1143,754.05,659.413,238,0.316,22.07,21.91,20.72,62.21,0.01,1.02,1.45,10.09,12369529481,214898
F1,1232,62.177,65.747,278,0.355,21.71,20.83,20.72,67.78,0.01,1.02,1.09,10.09,12369529481,214898
F1,1222,283.927,656.067,253,0.214,21.5,20.72,20.71,41.75,0.01,1.03,0.89,10.08,12054770871,216868
F1,1242,593.086,698.145,275,0.249,22.03,21.43,20.7,50.35,0.02,1.04,1.43,10.07,11748021699,218988
F1,1216,694.102,639.796,254,0.216,21.74,20.85,20.69,42.27,0.02,1.04,1.15,10.06,11449078155,221261
F1,1002,438.041,97.386,287,0.339,21.72,21.26,20.68,66.05,0.02,1.05,1.14,10.05,11157741614,223692
F1,966,852.05,611.405,291,0.445,22.2,21.57,20.67,74.19,0.03,1.06,1.63,10.04,10873818507,226284
F1,988,903.969,362.99,261,0.525,22.44,21.5,20.66,73.99,0.03,1.07,1.88,10.03,10597120189,229041
F1,1082,75.009,169.117,696,0.272,21.93,20.95,20.66,4.53,0.03,1.07,1.37,10.03,10597120189,229041
F1,1089,737.949,479.971,160,0.238,21.95,21,20.65,48.47,0.03,1.08,1.4,10.01,10327462817,231969
F1,1198,793.095,281.772,306,0.426,22.43,21.55,20.65,73.66,0.03,1.08,1.88,10.01,10327462817,231969
F1,1055,677.455,807.19,250,0.264,21.66,21.04,20.65,53.18,0.03,1.08,1.11,10.01,10327462817,231969
F1,821,801.008,814.429,311,0.388,21.51,20.49,20.65,71.37,0.03,1.08,0.96,10.01,10327462817,231969
F1,1086,779.232,544.839,272,0.316,22.09,21.09,20.64,62.63,0.04,1.09,1.55,10,10064667223,235071
F1,1202,130.634,718.495,628,0.265,21.87,20.89,20.63,11.97,0.04,1.1,1.34,9.99,9808558802,238352
F1,813,215.885,336.602,308,0.455,21.35,20.62,20.63,74.65,0.04,1.1,0.82,9.99,9808558802,238352
F1,983,140.809,632.952,270,0.349,21.38,20.65,20.63,66.96,0.04,1.1,0.85,9.99,9808558802,238352
F1,932,395.348,403.649,293,0.401,22.17,21.38,20.62,72.09,0.05,1.11,1.65,9.97,9390762132,244314
F1,787,31.338,245.559,436,0.594,22.36,21.26,20.62,62.65,0.05,1.11,1.84,9.97,9390762132,244314
F1,733,705.344,239.892,315,0.513,21.92,21.54,20.61,74.74,0.05,1.12,1.41,9.96,9166089215,247868
F1,2104,728.3,354.414,216,0.376,24.72,23.11,21.35,69.49,0.05,1.12,1.52,9.96,9102889931,248915
F1,1133,579.644,774.993,276,0.187,21.77,20.96,20.6,91.42,0.05,1.13,1.27,9.95,8946791573,251597
F1,838,246.087,213.945,303,0.383,21.36,20.72,20.6,111.67,0.05,1.13,0.86,9.95,8946791573,251597
F1,1254,323.129,308.024,321,0.381,21.94,20.96,20.59,113.89,0.06,1.14,1.45,9.94,8732740601,255505
F1,1159,409.233,469.687,176,0.221,21.98,21.2,20.59,89.86,0.06,1.14,1.49,9.94,8732740601,255505
F1,904,484.146,292.289,286,0.272,21.88,21.1,20.59,101.11,0.06,1.14,1.39,9.94,8732740601,255505
F1,1097,331.354,394.755,277,0.299,21.66,20.62,20.59,102.15,0.06,1.14,1.17,9.94,8732740601,255505
F1,1024,501.442,359.19,297,0.205,21.51,20.61,20.58,96.02,0.06,1.14,1.03,9.93,8523810775,259599
F1,1029,864.494,341.648,274,0.335,21.92,21.19,20.58,104.45,0.06,1.14,1.44,9.93,8523810775,259599
F1,942,337.809,155.365,449,0.34,22.01,21.28,20.58,101.17,0.06,1.14,1.53,9.93,8523810775,259599
F1,1017,882.341,628.039,241,0.346,22.05,21.38,20.57,101.13,0.06,1.15,1.58,9.92,8319879571,263882
F1,831,266.563,225.02,290,0.409,21.37,20.92,20.57,111.17,0.06,1.15,0.9,9.92,8319879571,263882
F1,1064,308.596,749.128,283,0.337,22.08,21.2,20.57,105.87,0.06,1.15,1.61,9.92,8319879571,263882
F1,1053,606.274,349.345,465,0.681,22.9,21.6,20.82,51.78,0.06,1.15,1.52,9.92,8291147584,264509
F1,1888,151.663,580.097,445,0.154,24.35,22.8,21.22,21.54,0.06,1.15,1.52,9.92,8291147584,264509
F1,987,157.953,314.607,261,0.25,21.65,20.64,20.56,95.82,0.07,1.16,1.19,9.91,8120827398,268360
F1,1113,347.323,344.22,182,0.201,22.07,21.3,20.56,87.55,0.07,1.16,1.61,9.91,8120827398,268360
F1,1068,83.742,289.019,346,0.319,22.29,21.45,20.55,111.82,0.07,1.17,1.84,9.9,7926537526,273038
F1,1125,451.718,376.012,307,0.282,21.78,20.75,20.55,104.83,0.07,1.17,1.33,9.9,7926537526,273038
F1,890,809.62,316.646,282,0.306,21.83,21.02,20.55,103.41,0.07,1.17,1.38,9.9,7926537526,273038
F1,753,628.524,761.19,304,0.298,21.45,20.79,20.55,105.81,0.07,1.17,1,9.9,7926537526,273038
F1,870,838.892,828.252,285,0.326,20.82,20.54,20.55,105.36,0.07,1.17,0.37,9.9,7926537526,273038
F1,908,108.452,540.397,445,0.299,21.47,20.56,20.55,99.48,0.07,1.17,1.02,9.9,7926537526,273038
F1,839,563.239,20.287,311,0.375,21.46,20.5,20.55,112.29,0.07,1.17,1.01,9.9,7926537526,273038
F1,1167,176.566,702.62,309,0.338,21.86,20.98,20.54,109.58,0.07,1.18,1.42,9.89,7736896016,277921
F1,924,725.735,704.143,345,0.408,21.78,21.23,20.53,117.58,0.08,1.19,1.35,9.88,7551791659,283016
F1,735,139.861,121.752,311,0.351,21.32,20.52,20.53,110.75,0.08,1.19,0.89,9.88,7551791659,283016
F1,1178,87.904,336.986,331,0.373,22.01,21.45,20.53,114.47,0.08,1.19,1.58,9.88,7551791659,283016
F1,751,105.709,309.71,298,0.37,21.54,20.9,20.52,110.2,0.08,1.2,1.12,9.87,7371115902,288328
F1,657,708.216,431.793,486,0.558,22.19,21.49,20.52,93.39,0.08,1.2,1.77,9.87,7371115902,288328
F1,797,706.228,562.504,277,0.35,21.76,21.21,20.51,105.89,0.08,1.21,1.35,9.86,7194762792,293862
F1,707,511.431,752.32,374,0.458,21.52,20.85,20.51,120.27,0.08,1.21,1.11,9.86,7194762792,293862
F1,911,96.725,45.664,115,0.269,21.77,21.22,20.5,100.43,0.08,1.22,1.37,9.85,7022628910,299625
F1,1001,238.444,759.722,184,0.248,22.24,21.44,20.5,91.96,0.08,1.22,1.84,9.85,7022628910,299625
F1,572,831.839,266.819,439,0.587,21.7,20.71,20.49,111.6,0.09,1.22,1.31,9.84,6854613311,305622
F1,648,323.482,229.953,326,0.49,21.33,20.47,20.48,118.98,0.09,1.23,0.95,9.83,6690617467,311859
F1,661,572.238,20.186,349,0.378,21.42,20.85,20.47,116.14,0.09,1.24,1.05,9.81,6530545205,318343
F1,1071,58.112,315.068,303,0.452,21.77,20.98,20.46,114.88,0.1,1.25,1.41,9.8,6374302653,325079
F1,1085,175.552,762.948,321,0.483,22.15,21.26,20.46,118.23,0.1,1.25,1.79,9.8,6374302653,325079
F1,847,563.904,47.281,591,0.225,21.79,21.06,20.46,30.92,0.1,1.25,1.43,9.8,6374302653,325079
F1,1450,331.171,253.491,536,0.606,23.85,22.03,21,39.35,0.1,1.26,1.52,9.8,6301220816,328377
F1,799,398.332,38.844,626,0.238,21.45,20.62,20.45,17.01,0.1,1.26,1.1,9.79,6221798187,332073
F1,903,654.386,370.159,173,0.228,22.02,21.13,20.45,90.73,0.1,1.26,1.67,9.79,6221798187,332073
F1,985,671.709,132.349,306,0.12,21.67,20.89,20.45,87.37,0.1,1.26,1.32,9.79,6221798187,332073
F1,996,451.072,192.105,299,0.357,21.76,20.7,20.44,109.52,0.1,1.27,1.42,9.78,6072942372,339332
F1,745,338.569,126.905,299,0.26,21.4,20.58,20.44,101.79,0.1,1.27,1.06,9.78,6072942372,339332
F1,854,97.899,800.704,237,0.391,21.51,21.55,20.44,103.4,0.1,1.27,1.17,9.78,6072942372,339332
F1,708,88.775,79.997,302,0.383,21.21,20.38,20.44,111.53,0.1,1.27,0.87,9.78,6072942372,339332
F1,816,719.942,37.022,172,0.22,22.16,21.26,20.44,90.02,0.1,1.27,1.82,9.78,6072942372,339332
F1,1115,172.184,215.968,504,0.608,23.68,21.81,20.94,47.59,0.11,1.27,1.52,9.78,6031070031,341456
F1,702,680.365,528.461,379,0.483,21.56,20.87,20.43,120.83,0.11,1.28,1.23,9.77,5927647916,346862
F1,972,145.285,96.698,321,0.224,21.87,21.17,20.43,100.86,0.11,1.28,1.54,9.77,5927647916,346862
F1,818,820.903,306.009,176,0.218,21.85,20.82,20.43,89.56,0.11,1.28,1.52,9.77,5927647916,346862
F1,1151,393.95,764.899,313,0.418,21.84,20.76,20.43,114.85,0.11,1.28,1.51,9.77,5927647916,346862
F1,930,656.499,229.322,433,0.391,22.09,21.36,20.43,108.79,0.11,1.28,1.76,9.77,5927647916,346862
F1,449,341.643,462.908,413,0.572,22.3,21.39,20.42,117.97,0.11,1.29,1.98,9.76,5785829614,354668
F1,880,40.677,-0.487,491,0.586,22.97,21.5,20.73,51.77,0.11,1.29,1.52,9.76,5752566522,356568
F1,706,37.628,472.303,344,0.227,21.65,20.82,20.41,103.11,0.11,1.3,1.34,9.75,5647404298,362757
F1,737,508.883,516.055,371,0.44,21.6,20.89,20.4,119.67,0.12,1.31,1.3,9.74,5512290792,371134
F1,688,215.14,349.738,279,0.355,21.72,21,20.4,106.5,0.12,1.31,1.42,9.74,5512290792,371134
F1,910,230.526,829.521,366,0.336,21.79,21.14,20.4,113.74,0.12,1.31,1.49,9.74,5512290792,371134
F1,564,70.924,715.081,417,0.582,21.23,20.51,20.4,117.17,0.12,1.31,0.93,9.74,5512290792,371134
F1,746,225.747,-14.905,170,0.344,21.6,20.64,20.39,100.6,0.12,1.32,1.31,9.73,5380409861,379804
F1,928,100.283,437.042,319,0.311,21.65,20.65,20.39,108.75,0.12,1.32,1.36,9.73,5380409861,379804
F1,573,438.028,228.245,345,0.497,21.41,21.08,20.38,120.82,0.12,1.33,1.13,9.72,5251684167,388774
F1,995,582.106,56.439,331,0.351,21.87,21.13,20.38,113.03,0.12,1.33,1.59,9.72,5251684167,388774
F1,902,549.196,60.902,345,0.412,22.01,21.47,20.38,117.78,0.12,1.33,1.73,9.72,5251684167,388774
F1,368,158.315,592.526,401,0.585,21.29,20.39,20.37,119.92,0.13,1.34,1.02,9.71,5126038220,398048
F1,802,773.116,77.463,305,0.203,21.47,20.77,20.36,96.81,0.13,1.35,1.21,9.7,5003398338,407631
F1,741,128.502,494.06,418,0.423,21.49,20.89,20.36,113.82,0.13,1.35,1.23,9.7,5003398338,407631
F1,809,604.597,582.775,328,0.257,21.65,20.59,20.35,104.9,0.13,1.36,1.4,9.69,4883692602,417528
F1,793,205.793,127.571,455,0.077,22.55,21.42,20.56,74.62,0.14,1.37,1.52,9.68,4799945967,424791
F1,643,856.354,845.953,355,0.358,21.56,99.99,20.34,115.12,0.14,1.37,1.32,9.68,4766850812,427743
F1,575,214.401,198.591,362,0.393,21.22,20.74,20.34,117.44,0.14,1.37,0.98,9.68,4766850812,427743
F1,744,904.262,474.976,285,0.325,21.82,21,20.33,105.29,0.14,1.38,1.59,9.67,4652804448,438279
F1,734,157.074,330.983,363,0.361,21.82,21.21,20.31,115.49,0.15,1.4,1.61,9.65,4432832079,460331
F1,600,694.275,800.618,344,0.293,21.32,20.71,20.29,109.52,0.15,1.42,1.13,9.63,4223259426,483704
F1,621,570.552,27.635,199,0.192,21.56,20.74,20.29,86.21,0.15,1.42,1.37,9.63,4223259426,483704
F1,581,822.8,526.661,215,0.293,21.8,21.04,20.29,95.57,0.15,1.42,1.61,9.63,4223259426,483704
F1,541,384.603,709.448,446,0.406,21.35,20.35,20.28,105.77,0.16,1.43,1.17,9.62,4122218424,495889
F1,469,744.998,822.162,408,0.515,22.07,20.65,20.28,118.4,0.16,1.43,1.89,9.62,4122218424,495889
F1,682,361.295,534.566,424,0.481,21.39,20.82,20.28,114.5,0.16,1.43,1.21,9.62,4122218424,495889
F1,608,227.197,81.82,822,0.288,21.51,20.56,20.27,37.07,0.16,1.44,1.34,9.6,4023594817,508406
F1,357,757.542,-12.799,627,0.523,21.18,20.35,20.27,19.45,0.16,1.44,1.01,9.6,4023594817,508406
F1,668,761.629,384.585,177,0.228,22.07,20.95,20.27,90.47,0.16,1.44,1.9,9.6,4023594817,508406
F1,652,522.784,730.552,540,0.145,21.68,20.91,20.26,50.11,0.16,1.46,1.52,9.59,3927330768,521257
F1,670,437.063,810.658,173,0.193,21.61,20.78,20.26,87.25,0.16,1.46,1.45,9.59,3927330768,521257
F1,703,801.073,764.353,391,0.351,21.89,21.14,20.26,113.72,0.16,1.46,1.73,9.59,3927330768,521257
F1,624,63.818,31.241,555,0.196,21.85,20.73,20.26,46.31,0.16,1.46,1.69,9.59,3927330768,521257
F1,632,687.298,541.673,290,0.217,21.97,20.98,20.26,96.37,0.16,1.46,1.81,9.59,3927330768,521257
F1,559,109.478,737.089,458,0.352,21.8,20.78,20.26,98.92,0.16,1.46,1.64,9.59,3927330768,521257
F1,386,844.386,709.244,450,0.601,21.28,20.33,20.25,108.02,0.17,1.47,1.13,9.58,3797658948,539620
F1,641,198.166,560.71,182,0.179,21.24,20.54,20.25,85.31,0.17,1.47,1.09,9.58,3797658948,539620
F1,579,83.866,395.534,170,0.237,21.32,20.64,20.24,91.81,0.17,1.48,1.18,9.57,3702122457,553975
F1,330,636.715,523.009,511,1.014,22.7,21.44,20.52,72.4,0.17,1.49,1.52,9.56,3613370656,567979
F1,590,147.305,746.683,322,0.238,21.65,20.69,20.23,102.41,0.17,1.49,1.52,9.56,3608989346,568688
F1,410,15.327,271.408,428,0.483,21.21,20.19,20.23,113.58,0.17,1.49,1.08,9.56,3608989346,568688
F1,494,380.188,672.565,403,0.476,21.09,20.42,20.23,118.33,0.17,1.49,0.96,9.56,3608989346,568688
F1,350,895.862,228.496,481,0.67,22.04,20.98,20.23,94.88,0.17,1.49,1.91,9.56,3608989346,568688
F1,610,875.921,243.44,431,0.141,21.54,20.77,20.23,87.47,0.17,1.49,1.41,9.56,3608989346,568688
F1,435,361.769,514.58,357,0.384,21.23,20.63,20.23,116.82,0.17,1.49,1.1,9.56,3608989346,568688
F1,567,796.243,303.054,393,0.396,21.29,20.7,20.23,116.3,0.17,1.49,1.16,9.56,3608989346,568688
F1,685,502.782,296.07,354,0.382,21.72,20.73,20.23,116.6,0.17,1.49,1.59,9.56,3608989346,568688
F1,533,308.464,660.672,376,0.381,21.54,20.75,20.22,116.59,0.18,1.51,1.42,9.55,3518199155,583751
F1,552,424.36,615.109,404,0.447,21.27,20.65,20.22,117.25,0.18,1.51,1.15,9.55,3518199155,583751
F1,504,46.923,287.125,369,0.407,21.25,20.56,20.22,118.2,0.18,1.51,1.13,9.55,3518199155,583751
F1,663,49.071,207.327,306,0.307,21.49,20.42,20.22,106.82,0.18,1.51,1.37,9.55,3518199155,583751
F1,623,445.251,779.298,447,0.035,21.74,21,20.21,71.69,0.18,1.52,1.63,9.54,3429692944,599158
F1,603,122.595,494.816,371,0.228,21.71,20.86,20.21,103.87,0.18,1.52,1.6,9.54,3429692944,599158
F1,462,605.738,856.93,371,0.328,21.46,99.99,20.21,113.09,0.18,1.52,1.35,9.54,3429692944,599158
F1,519,360.972,822.938,397,0.411,21.65,20.76,20.21,116.63,0.18,1.52,1.54,9.54,3429692944,599158
F1,1199,808.362,642.118,579,0.658,24.94,22.75,21.12,26.38,0.18,1.52,1.52,9.53,3392446598,605864
F1,528,677.816,585.615,324,0.281,21.19,20.23,20.2,106.74,0.18,1.53,1.09,9.52,3343413256,614900
F1,669,819.291,784.309,359,0.298,21.67,21.01,20.2,110.6,0.18,1.53,1.57,9.52,3343413256,614900
F1,522,34.853,649.853,174,0.237,21.2,20.34,20.19,91.52,0.19,1.54,1.11,9.51,3259304078,630966
F1,584,459.402,172.627,268,0.246,21.56,20.71,20.19,96.32,0.19,1.54,1.47,9.51,3259304078,630966
F1,397,519.331,615.644,389,0.424,21.01,20.28,20.19,118.06,0.19,1.54,0.92,9.51,3259304078,630966
F1,566,143.276,386.319,275,0.165,21.29,20.54,20.18,88.9,0.19,1.55,1.21,9.5,3177310808,647343
F1,548,436.416,426.247,486,0.185,21.61,20.55,20.17,75.79,0.19,1.57,1.54,9.49,3097380216,664017
F1,383,549.156,223.944,432,0.508,21.14,20.23,20.17,113.06,0.19,1.57,1.07,9.49,3097380216,664017
F1,485,468.489,89.196,447,0.335,21.31,20.35,20.17,101.47,0.19,1.57,1.24,9.49,3097380216,664017
F1,588,69.022,385.081,451,0.217,21.71,20.81,20.17,90.59,0.19,1.57,1.64,9.49,3097380216,664017
F1,536,526.016,793.034,177,0.287,21.18,20.62,20.17,95.74,0.19,1.57,1.11,9.49,3097380216,664017
F1,530,783.447,536.537,248,0.258,22.03,20.92,20.17,95.05,0.19,1.57,1.96,9.49,3097380216,664017
F1,452,312.709,620.715,349,0.314,21.16,20.18,20.17,111.58,0.19,1.57,1.09,9.49,3097380216,664017
